product Id,Main Category,Category 1,Category 2,Category 3,Category 4,Category 5,Brand,Product Name,Product Information,Car brand,Car model,Car year,url,Main Price,Discount Price,Product Discription,picture 1,picture 2,picture 3,picture 4,picture 5,picture 6,picture 7,picture 8,picture 9,picture 10,picture 11,picture 12,picture 13,picture 14,picture 15,picture 16,picture 17,source
50094,Forsterkere,24 VOLT,,,,,MOSCONI,MOSCONI ONE 130.4-24V,"
    4 kanals forsterker for 24 Volt",MOSCONI,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=50094>,4 790.00,,"Mosconi ONE 130.4 er en universell 4-kanals høykvalitetsforsterker i klasse AB-teknologi. Det er den ideelle effektforsterkeren for høyttalersystemer og/eller mellomstore subwoofere. ONE 130.4 er utformet som en dobbel stereoforsterker, men kan også brukes i tre-/ eller tokanalsmodus. Denne forsterkeren er kraftig og har takket være den analoge Full Mosfet-teknologien har den enestående lydegenskaper. 

Automatisk innkobling (kun High Level, SE eller BTL-modus) 
Fjernkontroll for volum (valgfritt) 

RMS utgangseffekt @ 4 Ohm: 4 x 130 Watt 
RMS utgangseffekt @ 4 Ohm: 2 x 130 Watt + 1 x 350 Watt brokoblet 
RMS utgangseffekt @ 2 Ohm: 4 x 175 Watt 
RMS utgangseffekt @ 4 Ohm brokoblet: 2 x 350 Watt 

Fysiske mål: 310 x 200 x 50 mm 
Nettovekt 2600 gram 

 
 
Målet med utviklingen av denne serien var å lage ukompliserte, universelle forsterkere med meget god lyd og dynamikk. Med sine fleksible innganger gir ONE serien også den første gnisten for hifi på fabrikkradioer. 

De valgbare inngangene med balanserte OP-forsterkere er kompatible med alle vanlige hovedenheter (Høyt nivå, Lavt nivå, BTL, Klasse D, Klasse SB), og simulerer en tilkoblet høyttaler med dummy belastningsmotstander. Lavterskel fjerndeteksjon og stabilisert portforsyning eliminerer alle problemer med start/stopp kjøretøy. Lydmessig er Full Mosfet Class AB-forsterkerne typisk italienske: runde i de høye frekvensene, jevne i vokalområdet, kraftige i bassen. 

Mål oppnådd: - MOSCONI ONE serien er en bestselger og ryggraden i mange komplette systemer.",./images_produkt/50094.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50022,Forsterkere,24 VOLT,,,,,MOSCONI,MOSCONI ONE 1000.1 24 VOLT,"
    Mono 1000 Watt RMS @ 2 ohm 24V",MOSCONI,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=50022>,5 990.00,,"Warm Digital Sound"" - MOSCONI ONE 1000.1 D er en 1-kanals høykvalitetsforsterker med klasse D-teknologi. Optimalisert for 2 ohm subwoofere, leverer den opptil 1000 watt til talespolen. Med analog Class AB-karakter frigjør den det fulle potensialet til musikken din mens hver minste detalj rundt deg utfoldes. 

Mosconi ONE 1000.1 D er tilgjengelig i 12 volt eller 24 volt (lastebil) versjoner. 

Fjernkontroll for volum (valgfritt RTC2) 
Faseskift (alltid på linje): 0° ÷ 360° 
Low Level / High Level input-modus (med bryter) Lavnivå utgang 
24 Volt versjon tilgjengelig for lastebiler 

RMS utgangseffekt @ 4 Ohm: 1 x 600 Watt 
RMS utgangseffekt @ 2 Ohm: 1 x 1000 Watt 

Inngangsfølsomhet 0.2 V ÷ 4 V (lavnivå/RCA) 
Inngangsfølsomhet 0.5 V ÷ 10 V (høynivå) 

Lavpassfilter: (40 ÷ 280 Hz – 24 dB/oct) 
Subsoniskfilter: (20 ÷ 100 Hz – 24 dB/oct) 

Fysiske mål: 310 x 200 x 50 mm 
Nettovekt 2700 gram 

 
 

 
Målet med utviklingen av denne serien var å lage ukompliserte, universelle forsterkere med meget god lyd og dynamikk. Med sine fleksible innganger gir ONE serien også den første gnisten for hifi på fabrikkradioer. 

De valgbare inngangene med balanserte OP-forsterkere er kompatible med alle vanlige hovedenheter (Høyt nivå, Lavt nivå, BTL, Klasse D, Klasse SB), og simulerer en tilkoblet høyttaler med dummy belastningsmotstander. Lavterskel fjerndeteksjon og stabilisert portforsyning eliminerer alle problemer med start/stopp kjøretøy. Lydmessig er Full Mosfet Class AB-forsterkerne typisk italienske: runde i de høye frekvensene, jevne i vokalområdet, kraftige i bassen. 

Mål oppnådd: - MOSCONI ONE serien er en bestselger og ryggraden i mange komplette systemer.",./images_produkt/50022.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
17596,Forsterkere,24 VOLT,,,,,Ground Zero,Ground Zero GZHA Mini ONE-K 24V,"
    24 volt monoblokk klasse D",Ground Zero,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=17596>,3 190.00,," 

1 kanals effektforsterker med delefilter. Trenger da ikke styrestrøm / remote 
Lavpass filter 30-250Hz trinnløst justerbart 24dB/oktav.Høypass filter 10-50Hz trinnløst justerbart 24dB/oktav.Bandpass filter 10-250Hz trinnløst justerbart 24dB/oktav.Bassboost 0 - 12dB (45Hz) 
FASESKIFT 0 - 180 grader 
Effekt CEA 2006 standard: 
RMS Effekt @24V 4Ohm: 1 x 340WRMS Effekt @24V 2Ohm: 1 x 600WRMS Effekt @24V 1Ohm: 1 x 1000WLinkbar, master/slave 
Effekt ved linking av 2 stk GZHA Mini ONE-K 24V: 
RMS Effekt @24V 8Ohm: 1 x 680WRMS Effekt @24V 4Ohm: 1 x 1200WRMS Effekt @24V 2Ohm: 1 x 2000W3 x 15A sikringer (internt)Fjernkontroll for dashbordmontering inkludert 
Mål (H x B x L): 52mm x 135mm x 322mm
 ",./images_produkt/17596.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50029,Forsterkere,24 VOLT,,,,,MOSCONI,MOSCONI ATOMO 1 - 24V,"
    1 kanals klasse D for 24 volt",MOSCONI,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=50029>,2 690.00,," 

Nyskapende. Effektiv. Musikalsk. 
Innovasjoner basert på Mosconi Pico serien med sin effektive digitale teknologi fører til en utmerket ytelse i Mosconi ATOMO serien. 
De effektive forsterkerne i miniformat er ideelle for konfigurasjon av små hifi-anlegg eller som ""etterbrennere"" for fabrikkradioer. 
Et absolutt vidunder i denne serien er Mosconi ATOMO 4|6 DSP. Denne lille 6-kanals lydprosessoren gir deg muligheten til å oppnå en optimal lydinnstilling i kjøretøyet ditt enklest mulig. 

 

Ekstremt kompakt, kraftig 1-kanals forsterker 
Bredt inngangsspenningsområde 0,4 Vrms - 5 Vrms (lavt nivå) / 1,6 Vrms - 20 Vrms (høyt nivå) 
Innganger fleksibelt konfigurerbare (flytende / fast jord, koblingsbare lastmotstander) 
Fjerndeteksjon (BTL) 
Høypass / lavpassfilter. 
Innganger designet i Molex industristandard (Micro-Fit) 
12 V og 24 V versjoner 

RMS utgangseffekt @ 4 Ohm: 205 Watt 
RMS utgangseffekt @ 2 Ohm: 350 Watt 

Frekvensområde: 5 Hz til 35kHz 
Fysiske mål 86 x 65 x 34 mm 
Vekt 280g 

 

 ",./images_produkt/50029.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50006,Forsterkere,24 VOLT,,,,,MOSCONI,MOSCONI ATOMO 4 | 6 DSP,"
    kompakt DSP for 5 til 24 volt",MOSCONI,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=50006>,3 690.00,," 

Nyskapende. Effektiv. Musikalsk. 
Innovasjoner basert på Mosconi Pico serien med sin effektive digitale teknologi fører til en utmerket ytelse i Mosconi ATOMO serien. 
De effektive forsterkerne i miniformat er ideelle for konfigurasjon av små hifi-anlegg eller som ""etterbrennere"" for fabrikkradioer. 
Et absolutt vidunder i denne serien er Mosconi ATOMO 4|6 DSP. Denne lille 6-kanals lydprosessoren gir deg muligheten til å oppnå en optimal lydinnstilling i kjøretøyet ditt enklest mulig. 

 

Frittstående DSP SP-Dif (optisk), BTM, BTS & BTS-LD4C inngang 
6 analoge utganger. 
12V og 24V kjøretøy kompatible. 
Ny 64-bits DSP-plattform med dISC-funksjoner. 
 
Enkel oppsettfunksjon. 
Direkte RTC-tilkobling for volum, undernivå eller inngangsvolum. 
Kompatibel med RC-Can VW, RC-Can uni og EXT4HLin (8-kanals analog inngang mulig). 
Fysiske mål 86 x 65 x 34 mm 
Vekt 180g 

 ",./images_produkt/50006.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50030,Forsterkere,24 VOLT,,,,,MOSCONI,MOSCONI ATOMO 2 - 24V,"
    2 kanals klasse D for 24 volt",MOSCONI,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=50030>,2 590.00,," 

Nyskapende. Effektiv. Musikalsk. 
Innovasjoner basert på Mosconi Pico serien med sin effektive digitale teknologi fører til en utmerket ytelse i Mosconi ATOMO serien. 
De effektive forsterkerne i miniformat er ideelle for konfigurasjon av små hifi-anlegg eller som ""etterbrennere"" for fabrikkradioer. 
Et absolutt vidunder i denne serien er Mosconi ATOMO 4|6 DSP. Denne lille 6-kanals lydprosessoren gir deg muligheten til å oppnå en optimal lydinnstilling i kjøretøyet ditt enklest mulig. 

 

Ekstremt kompakt, kraftig 2 kanals forsterker 
Bredt inngangsspenningsområde 0,4 Vrms - 5 Vrms (lavt nivå) / 1,6 Vrms - 20 Vrms (høyt nivå) 
Innganger fleksibelt konfigurerbare (flytende / fast jord, koblingsbare lastmotstander) 
Fjerndeteksjon (BTL) 
Høypass / lavpassfilter. 
Innganger designet i Molex industristandard (Micro-Fit) 
12 V og 24 V versjoner 

RMS utgangseffekt @ 4 Ohm: 2 x 100 Watt 
RMS utgangseffekt @ 4 Ohm: 1 x 220 Watt 
RMS utgangseffekt @ 2 Ohm: 2 x 110 Watt 

Frekvensområde: 5 Hz til 40kHz 
Fysiske mål 86 x 65 x 34 mm 
Vekt 275g 

 

 ",./images_produkt/50030.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50010,Forsterkere,24 VOLT,,,,,MOSCONI,MOSCONI PICO 4 - 24 volt 4 x 90 Watt,"
    4 kanals klasse D for 24 volt",MOSCONI,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=50010>,4 190.00,," 
Mosconi Pico forsterkerne representerer fremtiden for oppgradering av lyden i dagens biler. De meget kompakte forsterkerene kombinerer toppmoderne høyhastighets digitale forsterkere, smarte strømforsyninger og innovative DSP-funksjoner. 
Dette resulterer i høy effekt med minst mulig strømforbruk, som er et grunnleggende krav for moderne og også elektriske kjøretøy. 
DSP-versjonene (Digital Signal Processor) tilbyr en rekke utstyr og utvidelsesmuligheter, som Bluetooth-lydstrømming i høyoppløselig lydformat. 
Med de valgfrie OEM-kabelsettene er en perfekt og ikke destruktiv integrering av Mosconi Pico-ene i bilen mulig. 

 
Kraftig optimalisert for fabrikkradioer. 4 stk analoge innganger opptil 15V. Med 4x90 watt (2x240 brokoblet) watt er den ideell for aktive og semi-aktive systemer, samt klassisk front+sub-applikasjon. 

 
Høyeffektive PWM utgangstrinn med den raskeste bærefrekvensen i verden i dag (>2MHz). Moduleringen gjøres uten DAC direkte fra 48kHz TDM-signalet til DSP, og dermed går støygulvet til null og THD+N ~0,02% / 1W. 

RMS utgangseffekt @ 4 Ohm: 
4x90 Watt (kanal 1-4) 
2x85 Watt + 1x245 Watt (brokoblet kanal 3+4) 
2x240 Watt brokoblet (kanal 1-4) 
RMS utgangseffekt @ 2 Ohm: 
4x120 Watt (kanal 1-4) 

Inngangsignal volt: 0,3 - 15 V 
Total effektivitet: >80 % 
Auto-On (kun høynivå: AV - BTL 
Delefilter kanal 1+2 (HP) : Off – 80 Hz (12 dB/Oct) 
Delefilter kanal 3+4 Filter (HP/LP): Off – 80 Hz (12 dB/Oct) 

Fysiske mål: 150 x 133 x 46 mm 
Nettovekt 1100 gram 

 

 

https://www.youtube.com/watch?v=3k9gGaPk4cc",./images_produkt/50010.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50043,Forsterkere,DSP Forsterker,,,,,MOSCONI,MOSCONI PRO 8 | 30 DSP,"
     ",MOSCONI,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=50043>,22 990.00,,"Alle innovasjoner av Mosconi Pro serien er resultatet av vår streben etter den høyeste lydkvaliteten. Mosconi Pro serien er absolutte high-end forsterkere, kun overgått av våre ultimate Mosconi Zero forsterkere. 

Målet med utviklingen av Mosconi Pro serien var musikalitet og lytteglede. Funksjoner som gjør det mulig å lytte til high-end musikk i bilen i utgangspunktet. 

Fleksibel effektfordeling, som for eksempel med Mosconi Pro 5|30, gjør Mosconi Pro serien med forsterkerne til optimale spillepartnere for aktive systemkonfigurasjoner. 

Utviklet og produsert i Italia 

PRO 8|30 DSP er den nye ""Flaggskipet"" - en alt i ett effektforsterker fra MOSCONI. 

Kompromissløs i design, 8-kanals effektforsterker MOSCONI PRO 8|30 DSP overbeviser med en ubetinget utgangseffekt og en enestående high-end lydopplevelse. 
Med den integrerte 12-kanals DSP (inkl. 4-kanals pre-out, behandlet, 8V) er nesten alle tenkelige systemkonfigurasjoner mulig. 
Forsterkeren er High Level-kompatibel og klasse SB-kompatibel. 

Utgangseffekt RMS: 
Stereo 4 ohm: 4 x 90 watt (kanal 1 - 4) + 4 x 170 watt (kanal 5 - 8) 
Stereo 2 ohm: 4 x 115 watt (kanal 1 - 4) + 4 x 220 watt (kanal 5 - 8) 
Brokoblet 4 ohm: 2 x 230 watt (kanal 1 - 4) + 2 x 440 watt (kanal 5 - 8) 
Pre ut: 4 x Pre ut 8V (kanal 9 - 12) 

Innganger: 
8 x høynivå opp til 30 volt / Klasse SB kompatibel 
8 x lavnivå (med EXT4HLin opptil 12 innganger) 
Tre digitale innganger (SP-Dif / BT / I2S) 

Funksjoner: 
Valgfri fjernkontroll: RCD / RC mini / RC-Can / RTC Hub. 
Dynamisk equalizer 
Pilottonekontroll 
Faseanalysator, 
uP kontrollert strømforsyning 
Integrert målesystem. 

Fysiske mål: 500 x 205 x 55 mm 
Nettovekt 5,2 kg 

 ",./images_produkt/50043.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
17611,Forsterkere,24 VOLT,,,,,Ground Zero,Ground Zero GZHA Mini FOUR 24V,"
    24 volt 4 kanaler klasse D",Ground Zero,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=17611>,2 990.00,,"Høy effektiv mini 4 kanals effektforsterker med delefilter. Trenger da ikke styrestrøm / remote 
Lavpass filter 40-4000Hz trinnløst justerbart 12dB.Høypass filter 10-500Hz trinnløst justerbart 12dB.Bandpass filter 10-4000Hz trinnløst justerbart 12dB.Effekt CEA 2006 standard: 
RMS Effekt @24V 4Ohm: 4 x 80WRMS Effekt @24V 2Ohm: 4 x 130WRMS Effekt @24V 4Ohm mono: 2 x 260WRMS Effekt @24V som 3 kanaler 4Ohm: 2x80W + 1x260W mono1 x 20A sikring (internt)Inngravert Ground Zero logo 
Fjernkontroll for kanal 3 og 4 med 5 meter kabel for dashbordmontering kan tilkobles (ekstrautstyr) 
Mål (H x B x L): 52mm x 135mm x 210mm
 ",./images_produkt/17611.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50192,Forsterkere,DSP Forsterker,,,,,MOSCONI,MOSCONI ONE 8 | 10 DSP - NY!,"
    8 kanaler med 10 kanals DSP",MOSCONI,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=50192>,10 990.00,,"Den nye MOSCONI ONE 8|10 DSP er en universell 8-kanals DSP forsterker med klasse AB teknologi. Det er den ideelle forsterkeren for høyttalersystemer i kombinasjon med effektive subwoofere. 
I tillegg til den reviderte optikken har denne 8-kanals forsterkeren en 10 kanals DSP med den nyeste programvaren. Dermed er den nye ONE - Line forsterkerserien nå også kompatibel med vår nyeste GUI 3 programvare og tilbyr deg full funksjonalitet. 
Effektforsterkerdelen på utgangssiden har forblitt analog for å skjemme bort lytteren med et varmt og kraftig lydbilde. 
Selvfølgelig er alle høyttalerutganger brokoblingsbare. Her er nesten ubegrensede konfigurasjoner åpne for brukeren. 
Med sin effekt på 8 x 90 watt RMS er ONE 8|10 DSP tilstrekkelig utstyrt for store 3 veis løsninger samt for komplette flerkanalskonsepter. 
For systemutvidelse tilbyr den integrerte 10-kanals DSP to ekstra stereoutganger. 
MOSCONI ONE 8|10 DSP er utstyrt med en Molex høyttalertilkobling. Dette sikrer ikke bare ren kabling, men er også  vårt. 

RMS utgangseffekt @ 4 Ohm: 8 x 90 Watt 
RMS utgangseffekt @ 4 Ohm: 8 x 85 Watt + 2 x 250 Watt brokoblet 
RMS utgangseffekt @ 2 Ohm: 8 x 120 Watt 
RMS utgangseffekt @ 4 Ohm brokoblet: 4 x 240 Watt 

Fysiske mål: 290 x 210 x 55 mm 
Nettovekt 2600 gram 

 
 

 
Målet med utviklingen av denne serien var å lage ukompliserte, universelle forsterkere med meget god lyd og dynamikk. Med sine fleksible innganger gir ONE serien også den første gnisten for hifi på fabrikkradioer. 

De valgbare inngangene med balanserte OP-forsterkere er kompatible med alle vanlige hovedenheter (Høyt nivå, Lavt nivå, BTL, Klasse D, Klasse SB), og simulerer en tilkoblet høyttaler med dummy belastningsmotstander. Lavterskel fjerndeteksjon og stabilisert portforsyning eliminerer alle problemer med start/stopp kjøretøy. Lydmessig er Full Mosfet Class AB-forsterkerne typisk italienske: runde i de høye frekvensene, jevne i vokalområdet, kraftige i bassen. 

Mål oppnådd: - MOSCONI ONE serien er en bestselger og ryggraden i mange komplette systemer.",./images_produkt/50192.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50189,Forsterkere,DSP Forsterker,,,,,,GLADEN BARNIE målesystem med 2 mikrofoner og stativ - NY!,"
    German Technology",,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=50189>,9 990.00,,"Binauralt målesystem BARNIE (inaural udio ecord on nterference laborate) 

I løpet av bare fire år har MOSCONI PICO DSP- og PRO DSP-forsterkerne blitt en av de best testede og bedømte bilstereoforsterkerne over hele verden og gjort GLADEN/MOSCONI til en av de ledende high-end bilstereoprodusentene i Tyskland. Basert på våre tjue år med kunnskap innen design og bygging av førsteklasses forsterker- og DSP-produkter, ble Prosjekt BARNIE født i 2022 for å optimalisere lyden og de tekniske egenskapene til DSP-innstillingene i kjøretøyet med et revolusjonerende konsept. 

Lansert våren 2023, representerer BARNIE en revolusjon når det gjelder kalibreringssystem på hele bilhifi-markedet. I kombinasjon med et MOSCONI DSP-produkt kan perfekte lydresultater realiseres. Det akustiske målehodet er utstyrt med utvalgte og kalibrerte mikrofoner og skaper dermed de akustiske forholdene som også definerer en musikklytter i kjøretøyet. På grunn av den naturlige plasseringen av mikrofonene i målehodet og en spesialutviklet programvarelogaritme, er BARNIE ikke bare i stand til å perfekt analysere og uavhengig korrigere en frekvensrespons, den justerer også forsinkelsesforskjellene og faseoppførselen til de enkelte høyttalerne. 

Dette fører til en helt naturlig og helt autentisk musikkgjengivelse av ditt HiFi-anlegg, som ikke kan realiseres med justeringer av andre målesystemer. 

Opplev en ny dimensjon av musikkgjengivelse i bilen din. 

Din GLADEN/MOSCONI forhandler ser frem til ditt besøk for å skape en uforlignelig musikkopplevelse med BARNIE også hos deg. 

Målehode med stativ 
Mikrofoner med høy oppløsning 
Stativ for plassering i bil 
USB minnepenn med fil for kalibrering 
Bruksanvisning medfølger på minnepenn 
Forlengelseskabler 

 ",./images_produkt/50189.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50165,Forsterkere,DSP Forsterker,,,,,MOSCONI,MOSCONI ONE 6 | 10 DSP - NY!,"
    6 kanaler med 10 kanals DSP",MOSCONI,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=50165>,9 990.00,,"Den nye MOSCONI ONE 6|10 DSP er en universell 6-kanals DSP forsterker med klasse AB teknologi. Det er den ideelle forsterkeren for høyttalersystemer i kombinasjon med effektive subwoofere. 
I tillegg til den reviderte optikken har denne 6-kanals forsterkeren en 10 kanals DSP med den nyeste programvaren. Dermed er den nye ONE - Line forsterkerserien nå også kompatibel med vår nyeste GUI 3 programvare og tilbyr deg full funksjonalitet. 
Effektforsterkerdelen på utgangssiden har forblitt analog for å skjemme bort lytteren med et varmt og kraftig lydbilde. 
Selvfølgelig er alle høyttalerutganger brokoblingsbare. Her er nesten ubegrensede konfigurasjoner åpne for brukeren. 
Med sin effekt på 6 x 100 watt RMS er ONE 6|10 DSP tilstrekkelig utstyrt for store 3 veis løsninger samt for komplette flerkanalskonsepter. 
For systemutvidelse tilbyr den integrerte 10-kanals DSP to ekstra stereoutganger. 
MOSCONI ONE 6|10 DSP er utstyrt med en Molex høyttalertilkobling. Dette sikrer ikke bare ren kabling, men er også  vårt. 

RMS utgangseffekt @ 4 Ohm: 6 x 100 Watt 
RMS utgangseffekt @ 4 Ohm: 4 x 95 Watt + 1 x 250 Watt brokoblet 
RMS utgangseffekt @ 2 Ohm: 6 x 120 Watt 
RMS utgangseffekt @ 4 Ohm brokoblet: 3 x 240 Watt 

Fysiske mål: 290 x 210 x 55 mm 
Nettovekt 2600 gram 

 
 

 
Målet med utviklingen av denne serien var å lage ukompliserte, universelle forsterkere med meget god lyd og dynamikk. Med sine fleksible innganger gir ONE serien også den første gnisten for hifi på fabrikkradioer. 

De valgbare inngangene med balanserte OP-forsterkere er kompatible med alle vanlige hovedenheter (Høyt nivå, Lavt nivå, BTL, Klasse D, Klasse SB), og simulerer en tilkoblet høyttaler med dummy belastningsmotstander. Lavterskel fjerndeteksjon og stabilisert portforsyning eliminerer alle problemer med start/stopp kjøretøy. Lydmessig er Full Mosfet Class AB-forsterkerne typisk italienske: runde i de høye frekvensene, jevne i vokalområdet, kraftige i bassen. 

Mål oppnådd: - MOSCONI ONE serien er en bestselger og ryggraden i mange komplette systemer.",./images_produkt/50165.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50065,Forsterkere,DSP Forsterker,,,,,,GLADEN SoundUP BMW GA-SU-BM-RAM-C,"
    Plug & Play oppgradering",,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=50065>,8 990.00,,"GA-SU-BM-RAM-C 

SoundUp pakke for alle BMW-er i G-serien med RAM enhet og senterhøyttaler. 

Med SU-BM-RAM-C SoundUp pakken kan du enkelt oppgradere ditt originale lydsystem. Her brukes en DSP-forsterker til å oppgradere dine fabrikkhøyttalere, inkludert senterhøyttaler, slik at de kan yte sitt fulle potensial. 

SoundUp pakken inkluderer en 8-kanals DSP-forsterker, et kjøretøyspesifikt plug & play kabelesett og tilbehør for installasjon. Plug & play kabelesettet tillater en ikke-destruktiv installasjon slik at SoundUp pakkene også er egnet for leasede kjøretøy. 

- Mer lydtrykk gjennom mer forsterkerkraft 
- Optimalisering av de originale høyttalerne via DSP 

 

RMS utgangseffekt @ 4 Ohm: 
4x 50 Watt (kanal 1-4) 3 Ohm stabil (kan ikke brokobles!) 
4x 90 Watt (kanal 5-8) 2 Ohm stabil (kan brokobles) 
4x 120 Watt (kanal 5-8) @ 2 Ohm 
4x 50 Watt + 2x 240 Watt (brokoblet kanal 5+6/7+8)) 
Total effekt RMS 680 (original forsterker er ca 5x12 + 2x20 Watt RMS) ",./images_produkt/50065.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
50186,Forsterkere,DSP Forsterker,,,,,MOSCONI,MOSCONI ONE 4 | 8 DSP - NY!,"
    4 kanaler med 8 kanals DSP",MOSCONI,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=50186>,9 490.00,,"Den nye MOSCONI ONE 4|8 DSP er en universell 4-kanals DSP forsterker med klasse AB teknologi. Det er den ideelle forsterkeren for høyttalersystemer i kombinasjon med effektive subwoofere. 
I tillegg til den reviderte optikken har denne 4-kanals forsterkeren en 8 kanals DSP med den nyeste programvaren. Dermed er den nye ONE - Line forsterkerserien nå også kompatibel med vår nyeste GUI 3 programvare og tilbyr deg full funksjonalitet. 
Effektforsterkerdelen på utgangssiden har forblitt analog for å skjemme bort lytteren med et varmt og kraftig lydbilde. 
Selvfølgelig er alle høyttalerutganger brokoblingsbare. Her er nesten ubegrensede konfigurasjoner åpne for brukeren. 
Med sin effekt på 4 x 175 watt RMS er ONE 4|8 DSP tilstrekkelig utstyrt for store 2 veis løsninger samt for komplette flerkanalskonsepter. 
For systemutvidelse tilbyr den integrerte 8-kanals DSP to ekstra stereoutganger. 
MOSCONI ONE 4|8 DSP er utstyrt med en Molex høyttalertilkobling. Dette sikrer ikke bare ren kabling, men er også  vårt. 

RMS utgangseffekt @ 4 Ohm: 4 x 130 Watt 
RMS utgangseffekt @ 4 Ohm: 2 x 130 Watt + 1 x 350 Watt brokoblet 
RMS utgangseffekt @ 2 Ohm: 4 x 175 Watt 
RMS utgangseffekt @ 4 Ohm brokoblet: 2 x 350 Watt 

Fysiske mål: 290 x 210 x 55 mm 
Nettovekt 2600 gram 

 
 

 
Målet med utviklingen av denne serien var å lage ukompliserte, universelle forsterkere med meget god lyd og dynamikk. Med sine fleksible innganger gir ONE serien også den første gnisten for hifi på fabrikkradioer. 

De valgbare inngangene med balanserte OP-forsterkere er kompatible med alle vanlige hovedenheter (Høyt nivå, Lavt nivå, BTL, Klasse D, Klasse SB), og simulerer en tilkoblet høyttaler med dummy belastningsmotstander. Lavterskel fjerndeteksjon og stabilisert portforsyning eliminerer alle problemer med start/stopp kjøretøy. Lydmessig er Full Mosfet Class AB-forsterkerne typisk italienske: runde i de høye frekvensene, jevne i vokalområdet, kraftige i bassen. 

Mål oppnådd: - MOSCONI ONE serien er en bestselger og ryggraden i mange komplette systemer.",./images_produkt/50186.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
15177,Forsterkere,DSP Forsterker,,,,,,HELIX V EIGHT DSP MK2,"
    8 kanals forsterker med DSP",,,,<200 https://www.iceaudio.no/index.php?func=varer&vnr=15177>,8 990.00,,"- Klasse Ultra D forsterker med klasse AB klang 
- Enorm dempingsfaktor: over 1000 fra 20 til 20KHz 
- High-End DSP med mulighet for å styre flere forsterkere 
- Bluetooth modul med audio streaming (ekstrautstyr) 
RMS utgangseffekt etter CEA-2006-A standard: 


 
6 x RCA 
6 x Høynivå 
1 x Optisk SPDIF (12 - 96 kHz) 
1 x remote/styrestrøm 
 
8 x høyttaler 
2 x RCA (3 volt rms) 
2 x remote 
Fysiske mål (H x B x L): 44mm x 220mm x 180mm",./images_produkt/15177.jpg,,,,,,,,,,,,,,,,,www.iceaudio.no
