product Id,Main Category,Category 1,Category 2,Category 3,Category 4,Category 5,Product Brand,Product Name,Product Information,Car Brand,Car Model,Car Years,url,Main Price,Discount Price,product Discription,file pdf,source,Picture 1,Picture 2,Picture 3,Picture 4,Picture 5,Picture 6,Picture 7,Picture 8,Picture 9,Picture 10,Picture 11,Picture 12,Picture 13,Picture 14,Picture 15,Picture 16,Picture 17
30137,Forsterkere,Mono,,,,,DD Audio,DD Audio D1100,Digital Design forsterker,,,,https://www.iceaudio.no/index.php?func=varer&vnr=30137,3 390.00,,"<ul>
<li>Nye D serien er kompakte forsterkere men mangler ikke på funksjoner. D1100 er en 1 ohm stabil monoblokk subwooferforsterker med en total utgangseffekt på 1100 watt. Presisjonsinnstilling er gjort enkelt med variable båndpass delefilter og LED-klippeindikatorer. Installasjonen er gjort enklere med kontroller og tilkoblinger på en side, og alternativer for automatisk påslagning. <strong>For båt-, sykkel- og ATV-applikasjoner gir konformt belagte interne kretser og korrosjonssikre brytere økt fuktmotstand</strong>. Selv om forsterkerne i D-serien er veldig kompakte, har de fortsatt skikkelige strøm og høyttalerterminaler, diskrete utgangstrinn og kraftige anodiserte aluminiumskjølere. Dette sikrer at strømstyringen er riktig fra inngang til utgang, noe som øker både stabiliteten under bruk og langsiktig holdbarhet. 
</li><li>
</li><li>Tekniske data: 
</li><li>
</li><li>Driftspenning: 9 - 16 volt 
</li><li>Kontinuerlig effekt @ 4ohm: 1 x 380 Watt 
</li><li>Kontinuerlig effekt @ 2ohm: 1 x 700 Watt 
</li><li>Kontinuerlig effekt @ 1ohm: 1 x 1.100 Watt 
</li><li>Maks strømtrekk: 110 ampere 
</li><li>RCA inngangsfølsomhet: 8 til 0.2 volt 
</li><li>Frekvensrespons: 20 til 500 Hz 
</li><li>Subsonisk filter: 25 - 100 Hz 
</li><li>Lavpassfilter: 50 - 500 Hz ( 24 dB/oct ) 
</li><li>RCA utgang (loop): ja 
</li><li>Fjernkontroll er inkludert 
</li><li>Strømtilkobling: 21mm2 
</li><li>Høyttalertilkobling: 4mm2 
</li><li>Størrelse: (mm): 220 x 104 x 43</li></ul>",,www.iceaudio.no,,,,,,,,,,,,,,,,,
30092,Forsterkere,Mono,,,,,DD Audio,DD Audio DM1000a,Digital Design forsterker,,,,https://www.iceaudio.no/index.php?func=varer&vnr=30092,3 390.00,,"<ul>
<li>1 x 470 WRMS @ 4 ohm 14,4 volt 
</li><li>1 x 770 WRMS @ 2 ohm 14,4 volt 
</li><li>1 x 1000 WRMS @ 1 ohm 14,4 volt 
</li><li>justerbart lavpassfilter 20 - 200Hz 
</li><li>justerbart subsonicfilter 10-50 Hz 
</li><li>Bassremote med klipping og lav volt indikator er inkludert 
</li><li>RCA utgang 
</li><li>Clipping indikator 
</li><li>Maks strømforbruk 150 Ampere 
</li><li>(H x B x L): 47mm x 125mm x 300mm </li></ul>",,www.iceaudio.no,http://iceaudio.no/images_produkt/storebilder/30092-DD_4.jpg,http://iceaudio.no/images_produkt/storebilder/30092-DD_3.jpg,http://iceaudio.no/images_produkt/storebilder/30092-DD_2.jpg,http://iceaudio.no/images_produkt/storebilder/30092-DD_5.jpg,http://iceaudio.no/images_produkt/storebilder/30092-DD_1.jpg,,,,,,,,,,,,
33001,Forsterkere,Mono,,,,,SounDigital,SounDigital SD1600.1 EVO4 2 ohm,Soundigital mono forsterker,,,,https://www.iceaudio.no/index.php?func=varer&vnr=33001,3 290.00,,"<ul>
<li>Soundigitals Evolusjonsserie vil endre spillebanen for alle som liker å spille høyt og hardt. Disse forsterkerne har på kort tid fått mye respekt og blitt en av de store fra Brasil. Og det er ikke rart, de er laget i Brasil på deres egen fabrikk. Designteamet bak Soundigital har noen veldig kjente navn som konkurrerer i Pancadao, en sport hvor du spiller høyt ved hjelp av høyttalervegger store som hus. Disse veggene spiller veldig høyt i lang tid, så forsterkerene må være veldig overdimensjonerte, holdbare og gi mye effekt. 
</li><li>
</li><li>POWER RATING 
</li><li>12,6V: @ 2 Ohm: 1 x 1600 W RMS 
</li><li>12.6V: @ 4 Ohm: 1 x 880 W RMS 
</li><li>14,4V: @ 2 Ohm: 1 x 2090 W RMS 
</li><li>14,4V: @ 4 Ohm: 1 x 1149 W RMS 
</li><li>
</li><li>CROSSOVER 
</li><li>LPF: 50Hz - 500Hz 
</li><li>HPF: 5Hz - 80Hz 
</li><li>
</li><li>DIMENSIONS 
</li><li>L: 23,6cm 
</li><li>W: 18,1cm 
</li><li>H: 5,7cm 
</li><li>
</li><li>FREQUENCY 
</li><li>5Hz-20Khz </li></ul>",,www.iceaudio.no,http://iceaudio.no/images_produkt/storebilder/33001-2.jpg,http://iceaudio.no/images_produkt/storebilder/33001-4.jpg,http://iceaudio.no/images_produkt/storebilder/33001-3.jpg,http://iceaudio.no/images_produkt/storebilder/33001-1.jpg,,,,,,,,,,,,,
17574,Forsterkere,Mono,,,,,Ground Zero,Ground Zero GZHA Mini ONE-K 1x1000W @ 1ohm,Hydrogen monoblokk med auto on/off,,,,https://www.iceaudio.no/index.php?func=varer&vnr=17574,3 190.00,,"<ul>
<li><em><strong>Meget kompakt klasse D monoblokk med høy ytelse</strong></em> 
</li><li>
</li><li>1 kanals effektforsterker med delefilter.</li>
<li><strong>Auto power on ved bruk av høynivå inngangene.</strong> Trenger da ikke styrestrøm / remote 
</li><li>Lavpass filter 30-250Hz trinnløst justerbart 24dB/oktav.</li>
<li>Høypass filter 10-50Hz trinnløst justerbart 24dB/oktav.</li>
<li>Bandpass filter 10-250Hz trinnløst justerbart 24dB/oktav.</li>
<li>Bassboost 0 - 12dB (45Hz) 
</li><li>FASESKIFT 0 - 180 grader 
</li><li>Effekt CEA 2006 standard: 
</li><li>RMS Effekt @13,8V 4Ohm: 1 x 340W</li>
<li>RMS Effekt @13,8V 2Ohm: 1 x 600W</li>
<li>RMS Effekt @13,8V 1Ohm: 1 x 1000W</li>
<li>Linkbar, master/slave 
</li><li>3 x 35A sikringer (internt)</li>
<li>Fjernkontroll for dashbordmontering inkludert 
</li><li>Mål (H x B x L): 52mm x 135mm x 322mm</li>
<li>
</li><li><a href=""https://www.ground-zero-audio.com/wp-content/uploads/GZHA_MINI_ONE-K_OM_EN_072018.pdf"">Brukermanual PDF</a> </li></ul>",,www.iceaudio.no,http://iceaudio.no/images_produkt/storebilder/17574-GZ_1.jpg,http://iceaudio.no/images_produkt/storebilder/17574-GZ_2.jpg,http://iceaudio.no/images_produkt/storebilder/17574-GZ_3.jpg,,,,,,,,,,,,,,
17596,Forsterkere,Mono,,,,,Ground Zero,Ground Zero GZHA Mini ONE-K 24V,24 volt monoblokk klasse D,,,,https://www.iceaudio.no/index.php?func=varer&vnr=17596,3 190.00,,"<ul>
<li><em><strong>Meget kompakt klasse D monoblokk med høy ytelse</strong></em> 
</li><li>
</li><li>1 kanals effektforsterker med delefilter.</li>
<li><strong>Auto power on ved bruk av høynivå inngangene.</strong> Trenger da ikke styrestrøm / remote 
</li><li>Lavpass filter 30-250Hz trinnløst justerbart 24dB/oktav.</li>
<li>Høypass filter 10-50Hz trinnløst justerbart 24dB/oktav.</li>
<li>Bandpass filter 10-250Hz trinnløst justerbart 24dB/oktav.</li>
<li>Bassboost 0 - 12dB (45Hz) 
</li><li>FASESKIFT 0 - 180 grader 
</li><li>Effekt CEA 2006 standard: 
</li><li>RMS Effekt @24V 4Ohm: 1 x 340W</li>
<li>RMS Effekt @24V 2Ohm: 1 x 600W</li>
<li>RMS Effekt @24V 1Ohm: 1 x 1000W</li>
<li>Linkbar, master/slave 
</li><li>Effekt ved linking av 2 stk GZHA Mini ONE-K 24V: 
</li><li>RMS Effekt @24V 8Ohm: 1 x 680W</li>
<li>RMS Effekt @24V 4Ohm: 1 x 1200W</li>
<li>RMS Effekt @24V 2Ohm: 1 x 2000W</li>
<li>3 x 15A sikringer (internt)</li>
<li>Fjernkontroll for dashbordmontering inkludert 
</li><li>Mål (H x B x L): 52mm x 135mm x 322mm</li>
<li>
</li><li><a href=""https://www.ground-zero-audio.com/wp-content/uploads/GZHA-MINI-ONE-K_24V_OM_AWV2.0.pdf"">Brukermanual PDF</a> </li></ul>",,www.iceaudio.no,http://iceaudio.no/images_produkt/storebilder/17596-GZ_3.jpg,http://iceaudio.no/images_produkt/storebilder/17596-GZ_2.jpg,http://iceaudio.no/images_produkt/storebilder/17596-GZ_1.jpg,,,,,,,,,,,,,,
50144,Forsterkere,Mono,,,,,Gladen,GLADEN RC 1200C1  1120W @ 1 ohm,German Technology,,,,https://www.iceaudio.no/index.php?func=varer&vnr=50144,2 990.00,,"<ul>
<li>En høykvalitetsforsterker danner grunnlaget for hvert bil hifi system. Den er i stand til å levere musikken din til høyttalerne med høy og uendret dynamikk. 
</li><li>Gladen RC serie forsterkerne er utviklet og bygget etter samme høye standard som alle våre produkter. 
</li><li>
</li><li>MONO KLASSE-D forsterker 
</li><li>Effektivt oppbygget med dobbelsidig printkort og SMD komponenter 
</li><li>Høynivåinngang med autostart 
</li><li>Lavpassfilter 40 - 220 Hz 
</li><li>Subsonisk filter 20 - 50 Hz 
</li><li>Bassforsterkning 0 - 12 dB 
</li><li>Inngangsfølsomhet fra 0,2 til 10 volt 
</li><li>Driftspenning 10 - 16 Volt (Start/Stop ned til 7,5V i 3 sek) 
</li><li>Fjernkontroll med 5 meter kabel for dashbordmontering kan tilkobles (ekstrautstyr) 
</li><li>Master-slave kapabel 
</li><li>Beskyttelse mot overoppheting - overbelastning - kortslutning - underspenning 
</li><li>
</li><li>RMS Power, 4 Ohm: 400 Watt 
</li><li>RMS power, 2 Ohm: 650 Watt 
</li><li>RMS power, 1 Ohm: 1120 Watt 
</li><li>
</li><li>Fysiske mål: lengde: 285 mm x bredde: 150 mm x høyde: 50 mm 
</li><li>
</li><li><a href=""https://www.gladen.com/images/gladen-mosconi/products/gladen/gladen-verstaerker/RC-Line/RC%20series%20user%20manual%20RC600c1%20G3%20RC1200c1%20G230300498.pdf"">Brukermanual PDF</a> 
</li><li>
</li><li><a href=""https://www.facebook.com/GladenAudio/videos/365760545082960"">VIDEOPRESENTASJON RC serien</a> </li></ul>",,www.iceaudio.no,http://iceaudio.no/images_produkt/storebilder/50144-4.jpg,http://iceaudio.no/images_produkt/storebilder/50144-3.jpg,http://iceaudio.no/images_produkt/storebilder/50144-2.jpg,http://iceaudio.no/images_produkt/storebilder/50144-5.jpg,http://iceaudio.no/images_produkt/storebilder/50144-1.jpg,,,,,,,,,,,,
33000,Forsterkere,Mono,,,,,SounDigital,SounDigital SD1200.1 EVO4 2 ohm,Soundigital mono forsterker,,,,https://www.iceaudio.no/index.php?func=varer&vnr=33000,2 890.00,,"<ul>
<li>Soundigitals Evolusjonsserie vil endre spillebanen for alle som liker å spille høyt og hardt. Disse forsterkerne har på kort tid fått mye respekt og blitt en av de store fra Brasil. Og det er ikke rart, de er laget i Brasil på deres egen fabrikk. Designteamet bak Soundigital har noen veldig kjente navn som konkurrerer i Pancadao, en sport hvor du spiller høyt ved hjelp av høyttalervegger store som hus. Disse veggene spiller veldig høyt i lang tid, så forsterkerene må være veldig overdimensjonerte, holdbare og gi mye effekt. 
</li><li>
</li><li>POWER RATING 
</li><li>12,6V: @ 2 Ohm: 1 x 1200 W RMS 
</li><li>12.6V: @ 4 Ohm: 1 x 660 W RMS 
</li><li>14,4V: @ 2 Ohm: 1 x 1567 W RMS 
</li><li>14,4V: @ 4 Ohm: 1 x 862 W RMS 
</li><li>
</li><li>CROSSOVER 
</li><li>LPF: 50Hz - 500Hz 
</li><li>HPF: 5Hz - 80Hz 
</li><li>
</li><li>DIMENSIONS 
</li><li>L: 20,5cm 
</li><li>W: 18,1cm 
</li><li>H: 5,7cm 
</li><li>
</li><li>FREQUENCY 
</li><li>5Hz-20Khz </li></ul>",,www.iceaudio.no,http://iceaudio.no/images_produkt/storebilder/33000-2.jpg,http://iceaudio.no/images_produkt/storebilder/33000-5.jpg,http://iceaudio.no/images_produkt/storebilder/33000-4.jpg,http://iceaudio.no/images_produkt/storebilder/33000-3.jpg,http://iceaudio.no/images_produkt/storebilder/33000-1.jpg,,,,,,,,,,,,
17659,Forsterkere,Mono,,,,,Ground Zero,Ground Zero GZIA 1.1150D,Iridium digital monoblokk med auto on/off,,,,https://www.iceaudio.no/index.php?func=varer&vnr=17659,2 890.00,,"<ul>
<li>Alle forsterkerene i den meget populære IRIDIUM serien har nå blitt oppgradert i detalj. I tillegg til en forbedret høynivåinngang, som tilbyr en mer omfattende kompatibilitet er noen komponenter i strømforsyningen byttet ut, noe som øker stabiliteten. Dette resulterer i en høyere maksimal utgangseffekt for hver modell, reflektert i det nye produktnavnet. 
</li><li>
</li><li>1 kanals klasse D effektforsterker med delefilter.</li>
<li><strong>Auto power on ved bruk av høynivå inngangene.</strong> Trenger da ikke styrestrøm / remote 
</li><li>Lavpass filter 30-250Hz trinnløst justerbart 12dB.</li>
<li>Bassboost 0 - 12dB (45Hz) 
</li><li>Effekt CEA 2006 standard: 
</li><li>RMS Effekt @13,8V 4Ohm: 1 x 370W</li>
<li>RMS Effekt @13,8V 2Ohm: 1 x 665W</li>
<li>RMS Effekt @13,8V 1Ohm: 1 x 1050W</li>
<li>Frekvensrespons 5 - 250Hz 
</li><li>Faseskift 0 - 180 grader 
</li><li>Forsinket påslag for støyfri oppstart 
</li><li>Beskyttelseskretser mot varmgang, kortslutning og overbelastning 
</li><li>2 x 40A sikringer (internt)</li>
<li>Fjernkontroll med 5 meter kabel for dashbordmontering inkludert 
</li><li>Mål (H x B x L): 49mm x 192mm x 302mm 
</li><li>
</li><li><a href=""https://www.ground-zero-audio.com/wp-content/uploads/GZIA-1.1150D_OM_092020.pdf"">Brukermanual PDF</a> </li></ul>",,www.iceaudio.no,http://iceaudio.no/images_produkt/storebilder/17659-2.jpg,http://iceaudio.no/images_produkt/storebilder/17659-1.jpg,,,,,,,,,,,,,,,
40059,Forsterkere,Mono,,,,,Cerwin Vega,Cerwin Vega XED8001D,XED series 800W @ 2 ohm monoblokk,,,,https://www.iceaudio.no/index.php?func=varer&vnr=40059,2 790.00,,"<ul>
<li>Splitter ny XED serie med forsterkere 
</li><li>Siste høyeffektivitet klasse D teknologi 
</li><li>Kompakt størrelse med Ambient bakgrunnsbelyst logo 
</li><li>RCA ""Pass Thru"" -utgang for enkel systemutvidelse 
</li><li>Fullt variabelt delefilter (12 dB pr oktav) 
</li><li>Håndterer høy og lavnivå inngangsignal 
</li><li>Vega Bass Boost EQ Opptil 12dB 
</li><li>
</li><li>1 kanals klasse D effektforsterker med delefilter.</li>
<li><strong>Auto power on ved bruk av høynivå inngangene.</strong> Trenger da ikke styrestrøm / remote 
</li><li>Lavpass filter 35-250Hz trinnløst justerbart 12dB.</li>
<li>Subsonisk filter 10-50Hz trinnløst justerbart 12dB.</li>
<li>Bassboost 0 - 12dB (45Hz) 
</li><li>RMS Effekt @13,8V 4Ohm: 1 x 450W</li>
<li>RMS Effekt @13,8V 2Ohm: 1 x 800W</li>
<li>Driftspenning 10 til 16 Volt 
</li><li>Frekvensrespons 10- 250 Hz 
</li><li>Beskyttelseskretser mot varmgang, kortslutning og overbelastning 
</li><li>2 x 35A sikringer (internt)</li>
<li>Fjernkontroll med 5 meter kabel for dashbordmontering inkludert 
</li><li>Mål (H x B x L): 46,5mm x 120mm x 220mm</li>
<li>
</li><li><a href=""https://cerwinvega.com/amfile/file/download/file/13/product/327/"">Brukermanual PDF</a> 
</li><li>
</li><li><em>I over 65 år har navnet Cerwin-Vega vært synonymt med ekstraordinære lydopplevelser. Dette omdømmet er etablert av Pro Audio-fagpersoner, Hi-Fi-entusiaster og fan av bilstereo som anerkjenner Cerwin-Vega for sin meget høye ytelse i forhold til pris. Cerwin-Vegas kundelojalitet er dedikert til jakten på å oppnå den ultimate Making It Loud Since 1954 realismen i reproduksjonen av liveopptredenen i hjemmet, og har nådd nesten kultlignende status. Som et resultat av denne aksept har Cerwin-Vega vokst fra en liten gruppe ingeniører ledet av den legendariske Gene Czerwinski til et av de fremste høyttalerselskapene i verden. </em>
</li><li><em>I 1954 grunnla Gene Czerwinski, den gang en strålende ung luftfartsingeniør, Cerwin-Vega. Hvorfor starte et høyttalerselskap? Først og fremst var Gene en musikkfan, og målet var å gjengi den musikalske opplevelsen du får på en live konsert. Hans designfilosofi var basert på høyttalerelement med høy effektivitet, holdbarhet og ""mye lyd for pengene"" </em>
</li><li><em>Denne arven har inspirert Cerwin-Vega i over fire tiår. Cerwin-Vega begynte som Vega Associates og begynte å vokse raskt fra sin unnfangelse med introduksjonen av store høyeffektive 18 ”lydsystemer som kunne produsere 130 dB ved 30 Hz. Denne spesifikasjonen med høy ytelse etablerte Vega som et selskap å regne med. Det var i 1957 at Vega introduserte verdens første solid state-forsterker, ratet til 125 RMS: det var et kraftverk etter sin tids standarder. Forsterkerens kretsløp var inspirert av en 10.000 watt sonarforsterker Gene designet for Bendix Corp. På 60-tallet da dynamisk populærmusikk nøt en spektakulær utvikling, ble Cerwin-Vega raskt en leverandør av høyttalere og systemdesign til mange store produsenter, inkludert; Fender, Acoustic, Sunn og Vox. Filmen ""Earthquake"" hadde premiere i 1974 med en dramatisk ny innovasjon innen filmlyd kjent som ""Sensurround"". For første gang var lyd en integrert del av filmopplevelsen gjennom spesialeffekter. Konseptet krevde store kraftige basshøyttalere, som ville gi svært lave frekvenser for å riste kinoen, og dermed simulere et ekte jordskjelv. For dette formålet ble basshornene og basshøyttalerne “E” utviklet. Disse basshøyttalerne var 18 ”-versjoner som ble designet til en hornkonfigurasjon. Hornets indre banelengde var 6 fot med en kuttfrekvens på 33 Hz. Følsomheten til systemet var utrolige 106 dB ved 1 watt / 1 meter. “Sensurround” -teknologi og Cerwin-Vega ble hedret med en Oscar for spesiell teknisk prestasjon dette året. </em>
</li><li><em>Tidlig på syttitallet startet også pro-forhold med band som : The Rolling Stones, Boom Town Rats, David Bowie, Peter Frampton, Emerson Lake og Palmer og Bernie Taupin (Elton Johns partner). På slutten av 70-tallet ble Cerwin-Vega den første produsenten som produserte egne digitale opptak for evaluering av høyttalerdesignparametere. Digital teknologi ble brukt i hjemmelinjen til høyttalere kjent som “D<br>
	<br>
	<br>
<img alt="""" src=""/images/CerwinHeader.jpg""> 
<br>
<br>
<br>
	<font size=""1"">
	Alle priser ink.mva
</font></em></li></ul>",,www.iceaudio.no,http://iceaudio.no/images_produkt/storebilder/40059-1.jpg,http://iceaudio.no/images_produkt/storebilder/40059-4.jpg,http://iceaudio.no/images_produkt/storebilder/40059-3.jpg,http://iceaudio.no/images_produkt/storebilder/40059-2.jpg,http://iceaudio.no/images_produkt/storebilder/40059-5.jpg,,,,,,,,,,,,
50029,Forsterkere,Mono,,,,,MOSCONI,MOSCONI ATOMO 1 - 24V,1 kanals klasse D for 24 volt,,,,https://www.iceaudio.no/index.php?func=varer&vnr=50029,2 690.00,,"<ul>
<li><strong>MOSCONI ATOMO</strong> 
</li><li>
</li><li>Nyskapende. Effektiv. Musikalsk. 
</li><li>Innovasjoner basert på Mosconi Pico serien med sin effektive digitale teknologi fører til en utmerket ytelse i Mosconi ATOMO serien. 
</li><li>De effektive forsterkerne i miniformat er ideelle for konfigurasjon av små hifi-anlegg eller som ""etterbrennere"" for fabrikkradioer. 
</li><li>Et absolutt vidunder i denne serien er Mosconi ATOMO 4|6 DSP. Denne lille 6-kanals lydprosessoren gir deg muligheten til å oppnå en optimal lydinnstilling i kjøretøyet ditt enklest mulig. 
</li><li>
</li><li><strong>ATOMO 1 - Maksimal ytelse i minimal størrelse</strong> 
</li><li>
</li><li>Ekstremt kompakt, kraftig 1-kanals forsterker 
</li><li>Bredt inngangsspenningsområde 0,4 Vrms - 5 Vrms (lavt nivå) / 1,6 Vrms - 20 Vrms (høyt nivå) 
</li><li>Innganger fleksibelt konfigurerbare (flytende / fast jord, koblingsbare lastmotstander) 
</li><li>Fjerndeteksjon (BTL) 
</li><li>Høypass / lavpassfilter. 
</li><li>Innganger designet i Molex industristandard (Micro-Fit) 
</li><li>12 V og 24 V versjoner 
</li><li>
</li><li>RMS utgangseffekt @ 4 Ohm: 205 Watt 
</li><li>RMS utgangseffekt @ 2 Ohm: 350 Watt 
</li><li>
</li><li>Frekvensområde: 5 Hz til 35kHz 
</li><li>Fysiske mål 86 x 65 x 34 mm 
</li><li>Vekt 280g 
</li><li>
</li><li><a href=""https://www.gladen.com/images/gladen-mosconi/products/mosconi/Mosconi-atomo-verstaerker/Mosconi-Atomo-1/DataSheet-ATOMO1_20070901-1.pdf"">TEKNISKE DATA (12V versjon)</a> 
</li><li>
</li><li><a href=""https://www.gladen.com/en-us/mosconi/mosconi-atomo/mosconi-atomo-1"">NETTSIDE PRODUSENT</a> </li></ul>",,www.iceaudio.no,http://iceaudio.no/images_produkt/storebilder/50029-Made_in_italy_neu-ee172ef5.jpg,http://iceaudio.no/images_produkt/storebilder/50029-1.jpg,,,,,,,,,,,,,,,
50074,Forsterkere,Mono,,,,,MOSCONI,MOSCONI ATOMO 1,1 kanals klasse D fulltone,,,,https://www.iceaudio.no/index.php?func=varer&vnr=50074,2 690.00,,"<ul>
<li><strong>MOSCONI ATOMO</strong> 
</li><li>
</li><li>Nyskapende. Effektiv. Musikalsk. 
</li><li>Innovasjoner basert på Mosconi Pico serien med sin effektive digitale teknologi fører til en utmerket ytelse i Mosconi ATOMO serien. 
</li><li>De effektive forsterkerne i miniformat er ideelle for konfigurasjon av små hifi-anlegg eller som ""etterbrennere"" for fabrikkradioer. 
</li><li>Et absolutt vidunder i denne serien er Mosconi ATOMO 4|6 DSP. Denne lille 6-kanals lydprosessoren gir deg muligheten til å oppnå en optimal lydinnstilling i kjøretøyet ditt enklest mulig. 
</li><li>
</li><li><strong>ATOMO 1 - Maksimal ytelse i minimal størrelse</strong> 
</li><li>
</li><li>Ekstremt kompakt, kraftig 1-kanals forsterker 
</li><li>Bredt inngangsspenningsområde 0,4 Vrms - 5 Vrms (lavt nivå) / 1,6 Vrms - 20 Vrms (høyt nivå) 
</li><li>Innganger fleksibelt konfigurerbare (flytende / fast jord, koblingsbare lastmotstander) 
</li><li>Fjerndeteksjon (BTL) 
</li><li>Høypass / lavpassfilter. 
</li><li>Innganger designet i Molex industristandard (Micro-Fit) 
</li><li>12 V og 24 V versjoner 
</li><li>
</li><li>RMS utgangseffekt @ 4 Ohm: 205 Watt 
</li><li>RMS utgangseffekt @ 2 Ohm: 350 Watt 
</li><li>
</li><li>Frekvensområde: 5 Hz til 35kHz 
</li><li>Fysiske mål 86 x 65 x 34 mm 
</li><li>Vekt 280g 
</li><li>
</li><li><a href=""https://www.gladen.com/images/gladen-mosconi/products/mosconi/Mosconi-atomo-verstaerker/Mosconi-Atomo-1/DataSheet-ATOMO1_20070901-1.pdf"">TEKNISKE DATA (12V versjon)</a> 
</li><li>
</li><li><a href=""https://www.gladen.com/en-us/mosconi/mosconi-atomo/mosconi-atomo-1"">NETTSIDE PRODUSENT</a> </li></ul>",,www.iceaudio.no,http://iceaudio.no/images_produkt/storebilder/50074-1.jpg,http://iceaudio.no/images_produkt/storebilder/50074-Made_in_italy_neu-ee172ef5.jpg,,,,,,,,,,,,,,,
30136,Forsterkere,Mono,,,,,DD Audio,DD Audio D600,Digital Design forsterker,,,,https://www.iceaudio.no/index.php?func=varer&vnr=30136,2 690.00,,"<ul>
<li>Nye D serien er kompakte forsterkere men mangler ikke på funksjoner. D600 er en 1 ohm stabil monoblokk subwooferforsterker med en total utgangseffekt på 600 watt. Presisjonsinnstilling er gjort enkelt med variable båndpass delefilter og LED-klippeindikatorer. Installasjonen er gjort enklere med kontroller og tilkoblinger på en side, og alternativer for automatisk påslagning. <strong>For båt-, sykkel- og ATV-applikasjoner gir konformt belagte interne kretser og korrosjonssikre brytere økt fuktmotstand</strong>. Selv om forsterkerne i D-serien er veldig kompakte, har de fortsatt skikkelige strøm og høyttalerterminaler, diskrete utgangstrinn og kraftige anodiserte aluminiumskjølere. Dette sikrer at strømstyringen er riktig fra inngang til utgang, noe som øker både stabiliteten under bruk og langsiktig holdbarhet. 
</li><li>
</li><li>Tekniske data: 
</li><li>
</li><li>Driftspenning: 9 - 16 volt 
</li><li>Kontinuerlig effekt @ 4ohm: 1 x 200 Watt 
</li><li>Kontinuerlig effekt @ 2ohm: 1 x 400 Watt 
</li><li>Kontinuerlig effekt @ 1ohm: 1 x 600 Watt 
</li><li>Maks strømtrekk: 60 ampere 
</li><li>RCA inngangsfølsomhet: 8 til 0.2 volt 
</li><li>Frekvensrespons: 20 til 500 Hz 
</li><li>Subsonisk filter: 25 - 100 Hz 
</li><li>Lavpassfilter: 50 - 500 Hz ( 24 dB/oct ) 
</li><li>RCA utgang (loop): ja 
</li><li>Fjernkontroll er inkludert 
</li><li>Strømtilkobling: 21mm2 
</li><li>Høyttalertilkobling: 4mm2 
</li><li>Størrelse: (mm): 160 x 104 x 43</li></ul>",,www.iceaudio.no,http://iceaudio.no/images_produkt/storebilder/30136-1.jpg,,,,,,,,,,,,,,,,
17466,Forsterkere,Mono,,,,,Ground Zero,"Ground Zero GZHA Mini ONE, 630W RMS @ 1 ohm",Hydrogen monoblokk med auto on/off,,,,https://www.iceaudio.no/index.php?func=varer&vnr=17466,2 490.00,,"<ul>
<li><em><strong>Meget kompakt klasse D monoblokk med høy ytelse</strong></em> 
</li><li>
</li><li>1 kanals effektforsterker med delefilter.</li>
<li><strong>Auto power on ved bruk av høynivå inngangene.</strong> Trenger da ikke styrestrøm / remote 
</li><li>Lavpass filter 30-250Hz trinnløst justerbart 24dB/oktav.</li>
<li>Høypass filter 10-50Hz trinnløst justerbart 24dB/oktav.</li>
<li>Bandpass filter 10-250Hz trinnløst justerbart 24dB/oktav.</li>
<li>Subsonsik filter 10-50Hz trinnløst justerbart 24dB/oktav.</li>
<li>Bassboost 0 - 12dB (45Hz) 
</li><li>FASESKIFT 0 - 180 grader 
</li><li>Effekt CEA 2006 standard: 
</li><li>RMS Effekt @13,8V 4Ohm: 1 x 220W</li>
<li>RMS Effekt @13,8V 2Ohm: 1 x 390W</li>
<li>RMS Effekt @13,8V 1Ohm: 1 x 630W</li>
<li>Linkbar, master/slave 
</li><li>2 x 30A sikringer (internt)</li>
<li>Fjernkontroll for dashbordmontering inkludert 
</li><li>Mål (H x B x L): 52mm x 135mm x 210mm 
</li><li>
</li><li><a href=""https://www.ground-zero-audio.com/wp-content/uploads/GZHA_MINI_OM_EN-2.pdf"">Brukermanual PDF</a> </li></ul>",,www.iceaudio.no,http://iceaudio.no/images_produkt/storebilder/17466-GZ_1.jpg,http://iceaudio.no/images_produkt/storebilder/17466-GZ_4.jpg,http://iceaudio.no/images_produkt/storebilder/17466-GZ_3.jpg,http://iceaudio.no/images_produkt/storebilder/17466-GZ_2.jpg,,,,,,,,,,,,,
